genomes,Total_COGs
Pseudomonas_aeruginosa_Pae_CF6711m_2801,1457
Pseudomonas_aeruginosa_Pae_CF6711n_2802,1454
Pseudomonas_aeruginosa_Pae_CF6711o_2803,1443
Pseudomonas_aeruginosa_Pae_CF6712c_2809,1454
Pseudomonas_aeruginosa_Pae_CF6712d_2808,1452
Pseudomonas_aeruginosa_Pae_CF6712e_2810,1452
Pseudomonas_aeruginosa_Pae_CF6712f_2811,1448
Pseudomonas_aeruginosa_Pae_CF6712g_2812,1450
Pseudomonas_aeruginosa_Pae_CF6712h_2813,1457
Pseudomonas_aeruginosa_Pae_CF6712i_2814,1449
Pseudomonas_aeruginosa_Pae_CF6712j_2815,1458
Pseudomonas_aeruginosa_PAL11_7136,1456
Pseudomonas_aeruginosa_PAO1_107,1461
Pseudomonas_aeruginosa_PAO1161_10710,1461
Pseudomonas_aeruginosa_PAO579,1451
Pseudomonas_aeruginosa_PAP7,1467
Pseudomonas_aeruginosa_PAS10_6688,1458
Pseudomonas_aeruginosa_PAS1_6038,1455
Pseudomonas_aeruginosa_PAS2_5875,1456
Pseudomonas_aeruginosa_PAS3_6264,1459
Pseudomonas_aeruginosa_PAS4_6100,1456
Pseudomonas_aeruginosa_PAS5_6728,1462
Pseudomonas_aeruginosa_PAS6_6028,1458
Pseudomonas_aeruginosa_PAS7_7071,1451
Pseudomonas_aeruginosa_PASGNDM571_6592,1457
Pseudomonas_aeruginosa_PASGNDM583_6563,1456
Pseudomonas_aeruginosa_PASGNDM586_7075,1453
Pseudomonas_aeruginosa_PASGNDM587_6805,1458
Pseudomonas_aeruginosa_PASGNDM590_5769,1453
Pseudomonas_aeruginosa_PASGNDM591_6102,1456
Pseudomonas_aeruginosa_PASGNDM592_5821,1455
Pseudomonas_aeruginosa_PASGNDM593_6784,1450
Pseudomonas_aeruginosa_PASGNDM699_7104,1459
Pseudomonas_aeruginosa_PA_ST235_2505,1467
Pseudomonas_aeruginosa_PA-W10_9971,1450
Pseudomonas_aeruginosa_PA-W31_9989,1468
Pseudomonas_aeruginosa_PA-W32_9966,1453
Pseudomonas_aeruginosa_PA-W33_9970,1466
Pseudomonas_aeruginosa_PA-W34_10315,1454
Pseudomonas_aeruginosa_PA-W35_10317,1461
Pseudomonas_aeruginosa_PA-W36_9965,1473
Pseudomonas_aeruginosa_PA-W37_9969,1461
Pseudomonas_aeruginosa_PA-W38_9968,1468
Pseudomonas_aeruginosa_PA-W3_9997,1465
Pseudomonas_aeruginosa_PA-W46_9964,1451
Pseudomonas_aeruginosa_PA-W48_10314,1466
Pseudomonas_aeruginosa_PA-W4_9977,1462
Pseudomonas_aeruginosa_PA-W5_9976,1466
Pseudomonas_aeruginosa_PB350_6610,1467
Pseudomonas_aeruginosa_PB353_6129,1461
Pseudomonas_aeruginosa_PB354_7065,1461
Pseudomonas_aeruginosa_PB367_7067,1467
Pseudomonas_aeruginosa_PB368_7201,1438
Pseudomonas_aeruginosa_PB369_7191,1428
Pseudomonas_aeruginosa_PES,1455
Pseudomonas_aeruginosa_PhDW6_10105,1460
Pseudomonas_aeruginosa_PHU46,1447
Pseudomonas_aeruginosa_PMM38_10095,1452
Pseudomonas_aeruginosa_PS75,1457
Pseudomonas_aeruginosa_PSEUDO-LEB_5729,1457
Pseudomonas_aeruginosa_PsVir01,1459
Pseudomonas_aeruginosa_PsVir02,1445
Pseudomonas_aeruginosa_R._Hugh_813_ATCC_97,1409
Pseudomonas_aeruginosa_RNS_PA46,1460
Pseudomonas_aeruginosa_RNS_PA51_6996,1452
Pseudomonas_aeruginosa_RNS_PA65_6194,1392
Pseudomonas_aeruginosa_RNS_PA69_6649,1463
Pseudomonas_aeruginosa_RNS_PA92_6546,1460
Pseudomonas_aeruginosa_S04_90,1462
Pseudomonas_aeruginosa_S122_C02_RS_6446,1463
Pseudomonas_aeruginosa_S137_C02_RS_6638,1458
Pseudomonas_aeruginosa_S143_C02_RS_6904,1458
Pseudomonas_aeruginosa_S1983_10332,1461
Pseudomonas_aeruginosa_S220_C06_RS_6572,1468
Pseudomonas_aeruginosa_S35004,1466
Pseudomonas_aeruginosa_S39_C01_BS_6008,1465
Pseudomonas_aeruginosa_S402_C09_RS_6265,1461
Pseudomonas_aeruginosa_S422_C09_BS_5934,1466
Pseudomonas_aeruginosa_S426_C09_BS_7010,1466
Pseudomonas_aeruginosa_S49_C01_BS_7011,1461
Pseudomonas_aeruginosa_S518_C10_BS_6862,1465
Pseudomonas_aeruginosa_S53_C01_BS_6946,1459
Pseudomonas_aeruginosa_S54485,1461
Pseudomonas_aeruginosa_S558_C10_BS_5984,1470
Pseudomonas_aeruginosa_S567_C10_BS_6501,1472
Pseudomonas_aeruginosa_S57_C01_BS_6087,1462
Pseudomonas_aeruginosa_S611_C13_RS_6838,1471
Pseudomonas_aeruginosa_S619_C13_RS_6824,1470
Pseudomonas_aeruginosa_S61_C01_BS_6021,1474
Pseudomonas_aeruginosa_S625_C13_RS_6911,1470
Pseudomonas_aeruginosa_S749_C15_RS_6438,1474
Pseudomonas_aeruginosa_S769_C16_RS_7296,1463
Pseudomonas_aeruginosa_S782_C16_RS_5922,1462
Pseudomonas_aeruginosa_S787_C16_RS_5998,1461
Pseudomonas_aeruginosa_S794_C17_BS_5810,1457
Pseudomonas_aeruginosa_S811_C17_BS_6582,1459
Pseudomonas_aeruginosa_S819_C17_BS_6661,1457
Pseudomonas_aeruginosa_S823_C17_RS_6185,1459
Pseudomonas_aeruginosa_SCH_ABX04_5128,1462
Pseudomonas_aeruginosa_SCH_ABX05_5199,1465
Pseudomonas_aeruginosa_SCH_ABX06_5249,1463
Pseudomonas_aeruginosa_SCH_ABX07_5311,1453
Pseudomonas_aeruginosa_SCH_ABX19_5979,1457
Pseudomonas_aeruginosa_SCH_ABX20_5080,1464
Pseudomonas_aeruginosa_SCV20265,1471
Pseudomonas_aeruginosa_SMC1585_10556,1471
Pseudomonas_aeruginosa_SMC1587_10555,1467
Pseudomonas_aeruginosa_SMC1595_10554,1457
Pseudomonas_aeruginosa_SMC1596_10531,1454
Pseudomonas_aeruginosa_SMC4386,1459
Pseudomonas_aeruginosa_SMC4389,1454
Pseudomonas_aeruginosa_SMC5450_10553,1452
Pseudomonas_aeruginosa_SMC5451_10529,1449
Pseudomonas_aeruginosa_So098_10143,1478
Pseudomonas_aeruginosa_SP2230_10393,1461
Pseudomonas_aeruginosa_SP4371_10392,1460
Pseudomonas_aeruginosa_SP4527_10694,1461
Pseudomonas_aeruginosa_SP4528_9945,1461
Pseudomonas_aeruginosa_S-Pae_5459,1434
Pseudomonas_aeruginosa_TNCF_101_5303,1473
Pseudomonas_aeruginosa_TNCF_105_5713,1471
Pseudomonas_aeruginosa_TNCF_10_5670,1473
Pseudomonas_aeruginosa_TNCF_106_4963,1472
Pseudomonas_aeruginosa_TNCF_109_5527,1477
Pseudomonas_aeruginosa_TNCF_10M_5133,1472
Pseudomonas_aeruginosa_TNCF_12_5395,1470
Pseudomonas_aeruginosa_TNCF_151_5624,1479
Pseudomonas_aeruginosa_TNCF_151M_5499,1469
Pseudomonas_aeruginosa_TNCF_154_5246,1475
Pseudomonas_aeruginosa_TNCF_155_5296,1472
Pseudomonas_aeruginosa_TNCF_165_5676,1471
Pseudomonas_aeruginosa_TNCF_23_5568,1471
Pseudomonas_aeruginosa_TNCF_23M_5725,1472
Pseudomonas_aeruginosa_TNCF_32_5379,1470
Pseudomonas_aeruginosa_TNCF_32M_5490,1472
Pseudomonas_aeruginosa_TNCF_68_5431,1472
Pseudomonas_aeruginosa_TNCF_69_5159,1469
Pseudomonas_aeruginosa_TNCF_76_5125,1479
Pseudomonas_aeruginosa_TNCF_7M_5102,1466
Pseudomonas_aeruginosa_TNCF_85_5652,1470
Pseudomonas_aeruginosa_TNCF_88M_5098,1469
Pseudomonas_aeruginosa_TRN6592_5444,1454
Pseudomonas_aeruginosa_TRN6635_5494,1440
Pseudomonas_aeruginosa_TRN6637_5299,1458
Pseudomonas_aeruginosa_TRN6649_5525,1450
Pseudomonas_aeruginosa_Tu863_10148,1462
Pseudomonas_aeruginosa_TuD199_10097,1459
Pseudomonas_aeruginosa_TUEPA7472_6436,1454
Pseudomonas_aeruginosa_UQCCR_35166-1996_AC02_6339,1458
Pseudomonas_aeruginosa_UQCCR_364724162_AA73_5982,1463
Pseudomonas_aeruginosa_UQCCR_393788042_K_AB94_6154,1460
Pseudomonas_aeruginosa_Us411_10157,1457
Pseudomonas_aeruginosa_VA-134,1461
Pseudomonas_aeruginosa_VD171_7248,1458
Pseudomonas_aeruginosa_VD329_6512,1457
Pseudomonas_aeruginosa_VRFPA02,1479
Pseudomonas_aeruginosa_VRFPA04,1427
Pseudomonas_aeruginosa_VRFPA05,1487
Pseudomonas_aeruginosa_VRFPA06,1461
Pseudomonas_aeruginosa_VRFPA07,1481
Pseudomonas_aeruginosa_WCHPA075017_6413,1460
Pseudomonas_aeruginosa_WCHPA075019_6412,1473
Pseudomonas_aeruginosa_WCHPA075022_7236,1456
Pseudomonas_aeruginosa_WCHPA075056_6170,1454
Pseudomonas_aeruginosa_WCHPA075063_6098,1454
Pseudomonas_aeruginosa_WH-SGI-V-07050_3348,1461
Pseudomonas_aeruginosa_WH-SGI-V-07167_3351,1458
Pseudomonas_aeruginosa_WH-SGI-V-07181_3362,1451
Pseudomonas_aeruginosa_WH-SGI-V-07263_3527,1477
Pseudomonas_aeruginosa_WH-SGI-V-07265_3526,1452
Pseudomonas_aeruginosa_WH-SGI-V-07266_3574,1463
Pseudomonas_aeruginosa_WH-SGI-V-07268_3603,1459
Pseudomonas_aeruginosa_WH-SGI-V-07276_3575,1460
Pseudomonas_aeruginosa_WH-SGI-V-07277_3576,1468
Pseudomonas_aeruginosa_WH-SGI-V-07278_3572,1461
Pseudomonas_aeruginosa_WH-SGI-V-07279_3573,1452
Pseudomonas_aeruginosa_WH-SGI-V-07280_3604,1439
Pseudomonas_aeruginosa_WH-SGI-V-07296_3584,1472
Pseudomonas_aeruginosa_WH-SGI-V-07299_3566,1424
Pseudomonas_aeruginosa_WH-SGI-V-07306_3587,1407
Pseudomonas_aeruginosa_WH-SGI-V-07309_3588,1449
Pseudomonas_aeruginosa_WH-SGI-V-07326_3613,1475
Pseudomonas_aeruginosa_WH-SGI-V-07327_3614,1470
Pseudomonas_aeruginosa_WH-SGI-V-07328_3599,1456
Pseudomonas_aeruginosa_WH-SGI-V-07329_3600,1458
Pseudomonas_aeruginosa_WH-SGI-V-07330_3601,1470
Pseudomonas_aeruginosa_WH-SGI-V-07368_3382,1459
Pseudomonas_aeruginosa_X13273,1463
Pseudomonas_aeruginosa_X24509,1452
Pseudomonas_aeruginosa_X9820_6393,1465
Pseudomonas_aeruginosa_Y31_6550,1469
Pseudomonas_aeruginosa_Y71_9532,1467
Pseudomonas_aeruginosa_Y82_7124,1457
Pseudomonas_aeruginosa_Y89_7172,1467
Pseudomonas_aeruginosa_Zw75_2_10557,1461
Pseudomonas_aeruginosa_Zw9_10568,1466
Pseudomonas_amygdali_pv._aesculi_2279,1372
Pseudomonas_cedrina_DSM_17516_5597,1408
Pseudomonas_citronellolis_TTU2014-008ASC,1422
Pseudomonas_citronellolis_TTU2014-011ASC,1424
Pseudomonas_denitrificans_106_PDEN,1467
Pseudomonas_denitrificans_1151_PDEN,1453
Pseudomonas_denitrificans_1184_PDEN,1461
Pseudomonas_denitrificans_1269_PDEN,1463
Pseudomonas_denitrificans_1298_PDEN,1460
Pseudomonas_denitrificans_1332_PDEN,1465
Pseudomonas_denitrificans_816_PDEN,1411
Pseudomonas_denitrificans_817_PDEN,1429
Pseudomonas_denitrificans_90_PDEN,1460
Pseudomonas_denitrificans_994_PDEN,1459
Pseudomonas_fluorescens_AU10414_2965,1317
Pseudomonas_fluorescens_AU1044_7852,1309
Pseudomonas_fluorescens_AU11122_2973,1315
Pseudomonas_fluorescens_AU11136_2975,1314
Pseudomonas_fluorescens_AU11164_2968,1317
Pseudomonas_fluorescens_AU11235_2967,1320
Pseudomonas_fluorescens_AU12597_2974,1318
Pseudomonas_fluorescens_AU12644_2969,1311
Pseudomonas_fluorescens_AU2390_2972,1334
Pseudomonas_fluorescens_AU7350_2966,1318
Pseudomonas_fluorescens_CPM15_9422,1388
Pseudomonas_fluorescens_NCTC10392_7095,1379
Pseudomonas_fulva_FDAARGOS_167,1291
Pseudomonas_mendocina_1223_PMEN_2993,1294
Pseudomonas_mendocina_1267_PMEN_2994,1459
Pseudomonas_mendocina_150_PMEN_2995,1403
Pseudomonas_monteilii_CD10_2,1371
Pseudomonas_monteilii_DSM_14164,1367
Pseudomonas_monteilii_FDAARGOS_171_6977,1356
Pseudomonas_monteilii_GTC_10899_5717,1340
Pseudomonas_monteilii_NBRC_103158,1367
Pseudomonas_monteilii_QM,1356
Pseudomonas_mosselii_DSM_17497,1368
Pseudomonas_otitidis_LMG_23769,1389
Pseudomonas_protegens_231_PPRO_3005,1459
Pseudomonas_pseudoalcaligenes_PAM-1_5956,1373
Pseudomonas_putida_12917_11526,1377
Pseudomonas_putida_142223_11525,1369
Pseudomonas_putida_791_PPUT_3021,1354
Pseudomonas_putida_FDAARGOS_376_6746,1393
Pseudomonas_putida_FDAARGOS_409_7271,1375
Pseudomonas_putida_FDAARGOS_516_11528,1352
Pseudomonas_putida_PC9,1365
Pseudomonas_putida_PP112420,1372
Pseudomonas_putida_PSP2_4063,1362
Pseudomonas_putida_PSP3_4061,1361
Pseudomonas_putida_PSP4_4064,1362
Pseudomonas_rhodesiae_FF9_11590,1366
Pseudomonas_sp_2_1_26_686,1458
Pseudomonas_sp._A214,1368
Pseudomonas_sp_AU11048_5033,1323
Pseudomonas_sp_AU12215_AU12215_4094,1423
Pseudomonas_sp_AU14541_5072,1321
Pseudomonas_sp_AU9518_5594,1324
Pseudomonas_sp_CB1_3040,1302
Pseudomonas_sp_FFUP_PS_41_7080,1363
Pseudomonas_sp_FFUP_PS_473_6095,1304
Pseudomonas_sp_GL93_9494,1380
Pseudomonas_sp_GTC_16473_5689,1375
Pseudomonas_sp_GTC_16481_5598,1319
Pseudomonas_sp_HMSC057H01_5372,1457
Pseudomonas_sp_HMSC059F05_5271,1458
Pseudomonas_sp_HMSC060F12_5057,1471
Pseudomonas_sp_HMSC060G01_5410,1470
Pseudomonas_sp_HMSC060G02_5375,1458
Pseudomonas_sp_HMSC061A10_5017,1459
Pseudomonas_sp_HMSC072F09_5362,1457
Pseudomonas_sp_HMSC073F05_5346,1458
Pseudomonas_sp_HMSC075A08_5544,1459
Pseudomonas_sp_HMSC076A11_5222,1437
Pseudomonas_sp_HMSC076A12_5331,1440
Pseudomonas_sp._HMSC08G10,1330
Pseudomonas_sp_HMSC11A05_5574,1451
Pseudomonas_sp_HMSC16B01_5418,1460
Pseudomonas_sp_HMSC75E02_5164,1424
Pseudomonas_sp._MRSN12121,1413
Pseudomonas_sp_NBRC_111120_5019,1321
Pseudomonas_sp_NBRC_111122_5058,1366
Pseudomonas_sp_NBRC_111126_5488,1323
Pseudomonas_sp_QC2_7222,1401
Pseudomonas_sp._Z003-0.4C_8344-21_,1388
Pseudomonas_stutzeri_267_PSTU_3073,1310
Pseudomonas_stutzeri_40D2_5302,1316
Pseudomonas_stutzeri_C2,1286
Pseudomonas_stutzeri_CCUG_44592_6293,1313
Pseudomonas_stutzeri_PheN2_9486,1264
Pseuodmonas_poae_RE_1-1-14,1342
